#! FIELDS Id Weight Mean_0 Mean_1 Mean_2 Cov_00 Cov_01 Cov_02 Cov_11 Cov_12 Cov_22 Beta
     0  4.7335097014e+01      7.3677519    10.6377645     9.8370390  1.9365705102e-02 -5.0951551290e-03 -2.8826470360e-03 4.4861672621e-02 1.0272488720e-02 1.1361200033e-02  0
     1  4.2728499981e+01      7.7226850     9.5646653    10.5309338  2.3548309328e-02 -5.2959322870e-03 1.3134401040e-03 1.3531139223e-02 -5.7729629800e-04 1.1799403126e-02  0
     2  2.8003366038e+01      7.1045235    10.7074274     9.7945445  3.3869822933e-02 -4.0638963670e-03 8.0936680860e-03 5.0398175977e-02 1.1616895661e-02 2.4463644990e-02  0
     3  2.0259709195e+01      7.2347939    10.9661355    10.6899532  2.7108944524e-02 1.3170328800e-02 -3.1480823415e-02 2.1542519467e-02 -3.2322117434e-02 1.3610833664e-01  0
     4  1.1911490042e+01      8.2468832    10.2018287    10.2455636  4.9786385263e-02 -4.5292147119e-02 4.5519295700e-04 1.5079953984e-01 1.6242985593e-02 1.2257463353e-02  0
     5  2.4212712760e+01      7.0089472     9.8762197    10.0880408  2.9648720249e-02 -1.0682911607e-02 -9.0189824400e-04 4.7033193116e-02 6.7666485780e-03 7.2396060190e-03  0
     6  3.0681890174e+01      6.5901609     9.8670299    11.2797333  2.7993510371e-02 -2.6793021317e-02 4.2260485600e-03 7.7712717360e-02 -4.1077264170e-03 2.3237662285e-02  0
     7  2.5700430232e+01      7.4247040    10.4918482     9.3210555  1.3208356531e-01 -3.3786085990e-02 3.9406005380e-03 9.9464531423e-02 1.5799054709e-02 2.4687413404e-02  0
     8  1.6269115467e+01      7.5953700    10.0249985    11.5981954  5.0227705368e-02 4.9211116630e-03 -6.1752248950e-03 2.1350048387e-02 -7.0797532200e-04 1.0491657517e-02  0
     9  4.2431526125e+01      6.8929439    10.4604322    10.6622395  3.7181911331e-02 5.7986436200e-04 7.4264975390e-03 2.8913637986e-02 7.4411414400e-03 2.5009689490e-02  0
    10  4.6084657281e+01      7.2408642    10.5316546    10.7901003  1.1732498957e-02 -2.9425384400e-03 -2.3734116100e-03 2.9820213298e-02 4.7014933660e-03 9.2551119530e-03  0
    11  8.0293068393e+00      7.6867474     9.2643202    10.6441211  1.6932217785e-01 3.6109286794e-02 5.1863382406e-02 4.1713015514e-02 1.0030981522e-02 1.5240790560e-01  0
    12  3.8683969266e+01      7.4065639    10.4872094    10.2731265  1.6463586173e-02 -8.9538031820e-03 -3.6121858440e-03 2.4927685962e-02 6.2955208160e-03 8.3542988120e-03  0
    13  3.1509507776e+01      7.3243419    10.1104990    10.6095476  2.3061835531e-02 -2.7885057550e-03 -1.8085893330e-03 1.9748644264e-02 -6.1573109100e-04 2.8495929446e-02  0
    14  7.2554891912e+01      6.9737536    10.0521072    11.0604164  2.2370710792e-02 3.3502575760e-03 4.6611720400e-03 3.9827486149e-02 7.3629343240e-03 1.4277107194e-02  0
    15  4.6534183923e+01      7.5031660    10.3298649    10.2249265  3.9112392182e-02 -2.4654268920e-03 6.9117844100e-04 1.5810460370e-02 1.2278205460e-03 9.0369422620e-03  0
    16  6.6572294630e+01      7.0552831    10.3310718    10.6705552  2.6896913465e-02 -3.2753145660e-03 2.7679455540e-03 3.2152682290e-02 4.5922682410e-03 1.5387972378e-02  0
    17  4.1700244246e+01      7.2554094     9.8781013    11.0524178  2.8003811383e-02 -1.2421133087e-02 -1.9858061190e-03 3.7503373846e-02 4.9634625440e-03 1.4965780445e-02  0
    18  4.5466615423e+01      7.4622958    10.1885597     9.7396190  2.1319535286e-02 -5.6324181970e-03 -2.4406247440e-03 4.5284947489e-02 7.1856897090e-03 1.4196568196e-02  0
    19  3.3438394313e+01      7.3648060     9.8747780    10.6472755  1.1567583909e-02 -3.9897865400e-03 -2.8490848070e-03 3.5286964273e-02 2.7265101250e-03 2.5450814651e-02  0
    20  7.0826924552e+01      7.7126162    10.3204766    10.2411585  1.5073241154e-02 2.5860936390e-03 -1.7090895760e-03 1.1500963541e-02 -2.9594588930e-03 1.8290212465e-02  0
    21  8.0570884107e+01      7.0037287    10.1673271    10.6131581  2.6692189789e-02 4.0528549740e-03 5.9967980040e-03 3.7000110943e-02 7.1862614730e-03 1.5713301266e-02  0
    22  2.6061965029e+01      6.3910442    10.0459655    10.4652148  9.3432538930e-03 -5.9347661670e-03 -1.7285819480e-03 1.6483212525e-02 3.0892451740e-03 9.0178839640e-03  0
    23  1.2017818528e+01      6.8629798    10.0788607     9.6344220  1.9854780690e-02 7.8025444990e-03 1.9349531590e-03 6.0725931207e-02 4.4072521510e-03 2.2446842125e-02  0
